source name	characteristics[sample name]	characteristics[cell type]	characteristics[organism]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[microbiome source]	characteristics[geographic location]	characteristics[host organism]	characteristics[host subject id]	characteristics[host body site]	characteristics[host body product]	characteristics[host disease status]	characteristics[host age]	characteristics[host sex]	characteristics[antibiotic treatment]	characteristics[organism part]	characteristics[disease]	characteristics[sample collection method]	characteristics[biological replicate]	characteristics[sample storage]	characteristics[culture medium]	characteristics[sampling time]	assay name	technology type	comment[instrument]	comment[label]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[dissociation method]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[reduction reagent]	comment[alkylation reagent]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[sample collection site]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[sample storage temperature]	comment[contaminant database]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[culture medium]	factor value[sampling time]
PXD010134_V1_BCM_24h	PXD010134_V1_BCM_24h	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	V1	intestine	feces	normal	not available	not available	not available	feces	not available	fresh stool collected on site	1	fresh sample	BCM medium	24 hour	PXD010134_V1_BCM_24h_2_assay	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	label free sample	data-dependent acquisition	NT=Trypsin/P;AC=MS:1001313	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	300 m/z-1800 m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Ottawa Hospital (Ottawa Health Science Network REB #20160585-01H)	P2F2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD010134/P2F2.raw	1	2	not applicable	MaxQuant contaminants	v1.1.0	NT=human-gut;VV=v1.0.0	NT=metaproteomics;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	BCM medium	24 hour
PXD010134_V1_BCM_24h	PXD010134_V1_BCM_24h	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	V1	intestine	feces	normal	not available	not available	not available	feces	not available	fresh stool collected on site	1	fresh sample	BCM medium	24 hour	PXD010134_V1_BCM_24h_3_assay	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	label free sample	data-dependent acquisition	NT=Trypsin/P;AC=MS:1001313	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	300 m/z-1800 m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Ottawa Hospital (Ottawa Health Science Network REB #20160585-01H)	P2F3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD010134/P2F3.raw	1	3	not applicable	MaxQuant contaminants	v1.1.0	NT=human-gut;VV=v1.0.0	NT=metaproteomics;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	BCM medium	24 hour
PXD010134_V1_BCM_24h	PXD010134_V1_BCM_24h	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	V1	intestine	feces	normal	not available	not available	not available	feces	not available	fresh stool collected on site	1	fresh sample	BCM medium	24 hour	PXD010134_V1_BCM_24h_4_assay	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	label free sample	data-dependent acquisition	NT=Trypsin/P;AC=MS:1001313	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	300 m/z-1800 m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Ottawa Hospital (Ottawa Health Science Network REB #20160585-01H)	P2F4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD010134/P2F4.raw	1	4	not applicable	MaxQuant contaminants	v1.1.0	NT=human-gut;VV=v1.0.0	NT=metaproteomics;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	BCM medium	24 hour
PXD010134_V2_BCM_24h	PXD010134_V2_BCM_24h	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	V2	intestine	feces	normal	not available	not available	not available	feces	not available	fresh stool collected on site	2	fresh sample	BCM medium	24 hour	PXD010134_V2_BCM_24h_1_assay	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	label free sample	data-dependent acquisition	NT=Trypsin/P;AC=MS:1001313	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	300 m/z-1800 m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Ottawa Hospital (Ottawa Health Science Network REB #20160585-01H)	P2F5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD010134/P2F5.raw	1	1	not applicable	MaxQuant contaminants	v1.1.0	NT=human-gut;VV=v1.0.0	NT=metaproteomics;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	BCM medium	24 hour
PXD010134_V2_BCM_24h	PXD010134_V2_BCM_24h	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	V2	intestine	feces	normal	not available	not available	not available	feces	not available	fresh stool collected on site	2	fresh sample	BCM medium	24 hour	PXD010134_V2_BCM_24h_2_assay	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	label free sample	data-dependent acquisition	NT=Trypsin/P;AC=MS:1001313	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	300 m/z-1800 m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Ottawa Hospital (Ottawa Health Science Network REB #20160585-01H)	P2F6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD010134/P2F6.raw	1	2	not applicable	MaxQuant contaminants	v1.1.0	NT=human-gut;VV=v1.0.0	NT=metaproteomics;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	BCM medium	24 hour
PXD010134_V2_BCM_24h	PXD010134_V2_BCM_24h	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	V2	intestine	feces	normal	not available	not available	not available	feces	not available	fresh stool collected on site	2	fresh sample	BCM medium	24 hour	PXD010134_V2_BCM_24h_3_assay	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	label free sample	data-dependent acquisition	NT=Trypsin/P;AC=MS:1001313	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	300 m/z-1800 m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Ottawa Hospital (Ottawa Health Science Network REB #20160585-01H)	P2F7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD010134/P2F7.raw	1	3	not applicable	MaxQuant contaminants	v1.1.0	NT=human-gut;VV=v1.0.0	NT=metaproteomics;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	BCM medium	24 hour
PXD010134_V1_BCM_34h	PXD010134_V1_BCM_34h	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	V1	intestine	feces	normal	not available	not available	not available	feces	not available	fresh stool collected on site	1	fresh sample	BCM medium	34 hour	PXD010134_V1_BCM_34h_1_assay	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	label free sample	data-dependent acquisition	NT=Trypsin/P;AC=MS:1001313	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	300 m/z-1800 m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Ottawa Hospital (Ottawa Health Science Network REB #20160585-01H)	P2G1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD010134/P2G1.raw	1	1	not applicable	MaxQuant contaminants	v1.1.0	NT=human-gut;VV=v1.0.0	NT=metaproteomics;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	BCM medium	34 hour
PXD010134_V1_BCM_34h	PXD010134_V1_BCM_34h	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	V1	intestine	feces	normal	not available	not available	not available	feces	not available	fresh stool collected on site	1	fresh sample	BCM medium	34 hour	PXD010134_V1_BCM_34h_2_assay	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	label free sample	data-dependent acquisition	NT=Trypsin/P;AC=MS:1001313	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	300 m/z-1800 m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Ottawa Hospital (Ottawa Health Science Network REB #20160585-01H)	P2G2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD010134/P2G2.raw	1	2	not applicable	MaxQuant contaminants	v1.1.0	NT=human-gut;VV=v1.0.0	NT=metaproteomics;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	BCM medium	34 hour
PXD010134_V1_BCM_34h	PXD010134_V1_BCM_34h	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	V1	intestine	feces	normal	not available	not available	not available	feces	not available	fresh stool collected on site	1	fresh sample	BCM medium	34 hour	PXD010134_V1_BCM_34h_3_assay	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	label free sample	data-dependent acquisition	NT=Trypsin/P;AC=MS:1001313	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	300 m/z-1800 m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Ottawa Hospital (Ottawa Health Science Network REB #20160585-01H)	P2G3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD010134/P2G3.raw	1	3	not applicable	MaxQuant contaminants	v1.1.0	NT=human-gut;VV=v1.0.0	NT=metaproteomics;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	BCM medium	34 hour
PXD010134_V1_BCM_34h	PXD010134_V1_BCM_34h	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	V1	intestine	feces	normal	not available	not available	not available	feces	not available	fresh stool collected on site	1	fresh sample	BCM medium	34 hour	PXD010134_V1_BCM_34h_4_assay	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	label free sample	data-dependent acquisition	NT=Trypsin/P;AC=MS:1001313	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	300 m/z-1800 m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Ottawa Hospital (Ottawa Health Science Network REB #20160585-01H)	P2G4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD010134/P2G4.raw	1	4	not applicable	MaxQuant contaminants	v1.1.0	NT=human-gut;VV=v1.0.0	NT=metaproteomics;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	BCM medium	34 hour
PXD010134_V3_BCM_34h	PXD010134_V3_BCM_34h	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	V3	intestine	feces	normal	not available	not available	not available	feces	not available	fresh stool collected on site	3	fresh sample	BCM medium	34 hour	PXD010134_V3_BCM_34h_1_assay	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	label free sample	data-dependent acquisition	NT=Trypsin/P;AC=MS:1001313	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	300 m/z-1800 m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Ottawa Hospital (Ottawa Health Science Network REB #20160585-01H)	P2G11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD010134/P2G11.raw	1	1	not applicable	MaxQuant contaminants	v1.1.0	NT=human-gut;VV=v1.0.0	NT=metaproteomics;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	BCM medium	34 hour
PXD010134_V3_BCM_34h	PXD010134_V3_BCM_34h	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	V3	intestine	feces	normal	not available	not available	not available	feces	not available	fresh stool collected on site	3	fresh sample	BCM medium	34 hour	PXD010134_V3_BCM_34h_2_assay	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	label free sample	data-dependent acquisition	NT=Trypsin/P;AC=MS:1001313	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	300 m/z-1800 m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Ottawa Hospital (Ottawa Health Science Network REB #20160585-01H)	P2G12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD010134/P2G12.raw	1	2	not applicable	MaxQuant contaminants	v1.1.0	NT=human-gut;VV=v1.0.0	NT=metaproteomics;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	BCM medium	34 hour
PXD010134_V3_BCM_34h	PXD010134_V3_BCM_34h	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	V3	intestine	feces	normal	not available	not available	not available	feces	not available	fresh stool collected on site	3	fresh sample	BCM medium	34 hour	PXD010134_V3_BCM_34h_3_assay	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	label free sample	data-dependent acquisition	NT=Trypsin/P;AC=MS:1001313	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	300 m/z-1800 m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Ottawa Hospital (Ottawa Health Science Network REB #20160585-01H)	P2G9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD010134/P2G9.raw	1	3	not applicable	MaxQuant contaminants	v1.1.0	NT=human-gut;VV=v1.0.0	NT=metaproteomics;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	BCM medium	34 hour
PXD010134_V2_BCM_34h	PXD010134_V2_BCM_34h	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	V2	intestine	feces	normal	not available	not available	not available	feces	not available	fresh stool collected on site	2	fresh sample	BCM medium	34 hour	PXD010134_V2_BCM_34h_1_assay	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	label free sample	data-dependent acquisition	NT=Trypsin/P;AC=MS:1001313	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	300 m/z-1800 m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Ottawa Hospital (Ottawa Health Science Network REB #20160585-01H)	P2G6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD010134/P2G6.raw	1	1	not applicable	MaxQuant contaminants	v1.1.0	NT=human-gut;VV=v1.0.0	NT=metaproteomics;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	BCM medium	34 hour
PXD010134_V2_BCM_34h	PXD010134_V2_BCM_34h	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	V2	intestine	feces	normal	not available	not available	not available	feces	not available	fresh stool collected on site	2	fresh sample	BCM medium	34 hour	PXD010134_V2_BCM_34h_2_assay	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	label free sample	data-dependent acquisition	NT=Trypsin/P;AC=MS:1001313	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	300 m/z-1800 m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Ottawa Hospital (Ottawa Health Science Network REB #20160585-01H)	P2G7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD010134/P2G7.raw	1	2	not applicable	MaxQuant contaminants	v1.1.0	NT=human-gut;VV=v1.0.0	NT=metaproteomics;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	BCM medium	34 hour
PXD010134_V2_BCM_34h	PXD010134_V2_BCM_34h	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	V2	intestine	feces	normal	not available	not available	not available	feces	not available	fresh stool collected on site	2	fresh sample	BCM medium	34 hour	PXD010134_V2_BCM_34h_3_assay	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	label free sample	data-dependent acquisition	NT=Trypsin/P;AC=MS:1001313	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	300 m/z-1800 m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Ottawa Hospital (Ottawa Health Science Network REB #20160585-01H)	P2G8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD010134/P2G8.raw	1	3	not applicable	MaxQuant contaminants	v1.1.0	NT=human-gut;VV=v1.0.0	NT=metaproteomics;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	BCM medium	34 hour
PXD010134_V1_BCM_48h	PXD010134_V1_BCM_48h	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	V1	intestine	feces	normal	not available	not available	not available	feces	not available	fresh stool collected on site	1	fresh sample	BCM medium	48 hour	PXD010134_V1_BCM_48h_1_assay	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	label free sample	data-dependent acquisition	NT=Trypsin/P;AC=MS:1001313	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	300 m/z-1800 m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Ottawa Hospital (Ottawa Health Science Network REB #20160585-01H)	P2H1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD010134/P2H1.raw	1	1	not applicable	MaxQuant contaminants	v1.1.0	NT=human-gut;VV=v1.0.0	NT=metaproteomics;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	BCM medium	48 hour
PXD010134_V1_BCM_48h	PXD010134_V1_BCM_48h	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	V1	intestine	feces	normal	not available	not available	not available	feces	not available	fresh stool collected on site	1	fresh sample	BCM medium	48 hour	PXD010134_V1_BCM_48h_2_assay	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	label free sample	data-dependent acquisition	NT=Trypsin/P;AC=MS:1001313	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	300 m/z-1800 m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Ottawa Hospital (Ottawa Health Science Network REB #20160585-01H)	P2H2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD010134/P2H2.raw	1	2	not applicable	MaxQuant contaminants	v1.1.0	NT=human-gut;VV=v1.0.0	NT=metaproteomics;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	BCM medium	48 hour
PXD010134_V1_BCM_48h	PXD010134_V1_BCM_48h	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	V1	intestine	feces	normal	not available	not available	not available	feces	not available	fresh stool collected on site	1	fresh sample	BCM medium	48 hour	PXD010134_V1_BCM_48h_3_assay	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	label free sample	data-dependent acquisition	NT=Trypsin/P;AC=MS:1001313	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	300 m/z-1800 m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Ottawa Hospital (Ottawa Health Science Network REB #20160585-01H)	P2H3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD010134/P2H3.raw	1	3	not applicable	MaxQuant contaminants	v1.1.0	NT=human-gut;VV=v1.0.0	NT=metaproteomics;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	BCM medium	48 hour
PXD010134_V3_BCM_48h	PXD010134_V3_BCM_48h	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	V3	intestine	feces	normal	not available	not available	not available	feces	not available	fresh stool collected on site	3	fresh sample	BCM medium	48 hour	PXD010134_V3_BCM_48h_1_assay	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	label free sample	data-dependent acquisition	NT=Trypsin/P;AC=MS:1001313	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	300 m/z-1800 m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Ottawa Hospital (Ottawa Health Science Network REB #20160585-01H)	P2H10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD010134/P2H10.raw	1	1	not applicable	MaxQuant contaminants	v1.1.0	NT=human-gut;VV=v1.0.0	NT=metaproteomics;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	BCM medium	48 hour
PXD010134_V3_BCM_48h	PXD010134_V3_BCM_48h	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	V3	intestine	feces	normal	not available	not available	not available	feces	not available	fresh stool collected on site	3	fresh sample	BCM medium	48 hour	PXD010134_V3_BCM_48h_2_assay	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	label free sample	data-dependent acquisition	NT=Trypsin/P;AC=MS:1001313	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	300 m/z-1800 m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Ottawa Hospital (Ottawa Health Science Network REB #20160585-01H)	P2H11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD010134/P2H11.raw	1	2	not applicable	MaxQuant contaminants	v1.1.0	NT=human-gut;VV=v1.0.0	NT=metaproteomics;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	BCM medium	48 hour
