source name	characteristics[sample name]	characteristics[cell type]	characteristics[organism]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[microbiome source]	characteristics[geographic location]	characteristics[host organism]	characteristics[host subject id]	characteristics[host body site]	characteristics[host body product]	characteristics[host disease status]	characteristics[host age]	characteristics[host sex]	characteristics[chemical administration]	characteristics[organism part]	characteristics[disease]	characteristics[sample collection method]	characteristics[biological replicate]	characteristics[treatment]	characteristics[sampling time]	characteristics[sample storage]	assay name	technology type	comment[instrument]	comment[label]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[dissociation method]	comment[ms2 mass analyzer]	comment[collision energy]	comment[ms1 scan range]	comment[reduction reagent]	comment[alkylation reagent]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[sample storage temperature]	comment[contaminant database]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[treatment]	factor value[sampling time]
Log04	Log04	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	donor_1	intestine	feces	normal	not available	not available	metformin	feces	not available	not available	1	metformin added at log phase	10 hour	not available	Log04_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Zikai_Growth_stage_metformin_test_20190517_PL2_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD017390/Zikai_Growth_stage_metformin_test_20190517_PL2_03.raw	1	3	not available	MaxQuant contaminants	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	metformin added at log phase	10 hour
Log06	Log06	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	donor_1	intestine	feces	normal	not available	not available	metformin	feces	not available	not available	1	metformin added at log phase	13.5 hour	not available	Log06_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Zikai_Growth_stage_metformin_test_20190517_PL3_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD017390/Zikai_Growth_stage_metformin_test_20190517_PL3_01.raw	1	1	not available	MaxQuant contaminants	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	metformin added at log phase	13.5 hour
Log06	Log06	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	donor_1	intestine	feces	normal	not available	not available	metformin	feces	not available	not available	1	metformin added at log phase	13.5 hour	not available	Log06_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Zikai_Growth_stage_metformin_test_20190517_PL3_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD017390/Zikai_Growth_stage_metformin_test_20190517_PL3_02.raw	1	2	not available	MaxQuant contaminants	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	metformin added at log phase	13.5 hour
Log06	Log06	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	donor_1	intestine	feces	normal	not available	not available	metformin	feces	not available	not available	1	metformin added at log phase	13.5 hour	not available	Log06_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Zikai_Growth_stage_metformin_test_20190517_PL3_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD017390/Zikai_Growth_stage_metformin_test_20190517_PL3_03.raw	1	3	not available	MaxQuant contaminants	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	metformin added at log phase	13.5 hour
Log07	Log07	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	donor_1	intestine	feces	normal	not available	not available	metformin	feces	not available	not available	1	metformin added at log phase	17 hour	not available	Log07_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Zikai_Growth_stage_metformin_test_20190517_PL4_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD017390/Zikai_Growth_stage_metformin_test_20190517_PL4_01.raw	1	1	not available	MaxQuant contaminants	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	metformin added at log phase	17 hour
Log07	Log07	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	donor_1	intestine	feces	normal	not available	not available	metformin	feces	not available	not available	1	metformin added at log phase	17 hour	not available	Log07_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Zikai_Growth_stage_metformin_test_20190517_PL4_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD017390/Zikai_Growth_stage_metformin_test_20190517_PL4_02.raw	1	2	not available	MaxQuant contaminants	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	metformin added at log phase	17 hour
Log07	Log07	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	donor_1	intestine	feces	normal	not available	not available	metformin	feces	not available	not available	1	metformin added at log phase	17 hour	not available	Log07_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Zikai_Growth_stage_metformin_test_20190517_PL4_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD017390/Zikai_Growth_stage_metformin_test_20190517_PL4_03.raw	1	3	not available	MaxQuant contaminants	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	metformin added at log phase	17 hour
Log08	Log08	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	donor_1	intestine	feces	normal	not available	not available	metformin	feces	not available	not available	1	metformin added at log phase	24 hour	not available	Log08_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Zikai_Growth_stage_metformin_test_20190517_PL5_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD017390/Zikai_Growth_stage_metformin_test_20190517_PL5_01.raw	1	1	not available	MaxQuant contaminants	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	metformin added at log phase	24 hour
Log08	Log08	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	donor_1	intestine	feces	normal	not available	not available	metformin	feces	not available	not available	1	metformin added at log phase	24 hour	not available	Log08_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Zikai_Growth_stage_metformin_test_20190517_PL5_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD017390/Zikai_Growth_stage_metformin_test_20190517_PL5_02.raw	1	2	not available	MaxQuant contaminants	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	metformin added at log phase	24 hour
Log08	Log08	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	donor_1	intestine	feces	normal	not available	not available	metformin	feces	not available	not available	1	metformin added at log phase	24 hour	not available	Log08_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Zikai_Growth_stage_metformin_test_20190517_PL5_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD017390/Zikai_Growth_stage_metformin_test_20190517_PL5_03.raw	1	3	not available	MaxQuant contaminants	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	metformin added at log phase	24 hour
Log09	Log09	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	donor_1	intestine	feces	normal	not available	not available	metformin	feces	not available	not available	1	metformin added at log phase	29 hour	not available	Log09_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Zikai_Growth_stage_metformin_test_20190517_PL6_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD017390/Zikai_Growth_stage_metformin_test_20190517_PL6_01.raw	1	1	not available	MaxQuant contaminants	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	metformin added at log phase	29 hour
Log09	Log09	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	donor_1	intestine	feces	normal	not available	not available	metformin	feces	not available	not available	1	metformin added at log phase	29 hour	not available	Log09_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Zikai_Growth_stage_metformin_test_20190517_PL6_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD017390/Zikai_Growth_stage_metformin_test_20190517_PL6_02.raw	1	2	not available	MaxQuant contaminants	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	metformin added at log phase	29 hour
Log09	Log09	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	donor_1	intestine	feces	normal	not available	not available	metformin	feces	not available	not available	1	metformin added at log phase	29 hour	not available	Log09_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Zikai_Growth_stage_metformin_test_20190517_PL6_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD017390/Zikai_Growth_stage_metformin_test_20190517_PL6_03.raw	1	3	not available	MaxQuant contaminants	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	metformin added at log phase	29 hour
Log10	Log10	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	donor_1	intestine	feces	normal	not available	not available	metformin	feces	not available	not available	1	metformin added at log phase	36 hour	not available	Log10_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Zikai_Growth_stage_metformin_test_20190517_PL7_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD017390/Zikai_Growth_stage_metformin_test_20190517_PL7_01.raw	1	1	not available	MaxQuant contaminants	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	metformin added at log phase	36 hour
Log10	Log10	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	donor_1	intestine	feces	normal	not available	not available	metformin	feces	not available	not available	1	metformin added at log phase	36 hour	not available	Log10_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Zikai_Growth_stage_metformin_test_20190517_PL7_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD017390/Zikai_Growth_stage_metformin_test_20190517_PL7_02.raw	1	2	not available	MaxQuant contaminants	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	metformin added at log phase	36 hour
Log10	Log10	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	donor_1	intestine	feces	normal	not available	not available	metformin	feces	not available	not available	1	metformin added at log phase	36 hour	not available	Log10_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Zikai_Growth_stage_metformin_test_20190517_PL7_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD017390/Zikai_Growth_stage_metformin_test_20190517_PL7_03.raw	1	3	not available	MaxQuant contaminants	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	metformin added at log phase	36 hour
Sta06	Sta06	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	donor_1	intestine	feces	normal	not available	not available	metformin	feces	not available	not available	1	metformin added at stationary phase	13.5 hour	not available	Sta06_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Zikai_Growth_stage_metformin_test_20190517_PS1_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD017390/Zikai_Growth_stage_metformin_test_20190517_PS1_01.raw	1	1	not available	MaxQuant contaminants	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	metformin added at stationary phase	13.5 hour
Sta06	Sta06	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	donor_1	intestine	feces	normal	not available	not available	metformin	feces	not available	not available	1	metformin added at stationary phase	13.5 hour	not available	Sta06_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Zikai_Growth_stage_metformin_test_20190517_PS1_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD017390/Zikai_Growth_stage_metformin_test_20190517_PS1_02.raw	1	2	not available	MaxQuant contaminants	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	metformin added at stationary phase	13.5 hour
Sta06	Sta06	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	donor_1	intestine	feces	normal	not available	not available	metformin	feces	not available	not available	1	metformin added at stationary phase	13.5 hour	not available	Sta06_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Zikai_Growth_stage_metformin_test_20190517_PS1_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD017390/Zikai_Growth_stage_metformin_test_20190517_PS1_03.raw	1	3	not available	MaxQuant contaminants	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	metformin added at stationary phase	13.5 hour
Sta07	Sta07	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	donor_1	intestine	feces	normal	not available	not available	metformin	feces	not available	not available	1	metformin added at stationary phase	17 hour	not available	Sta07_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Zikai_Growth_stage_metformin_test_20190517_PS2_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD017390/Zikai_Growth_stage_metformin_test_20190517_PS2_01.raw	1	1	not available	MaxQuant contaminants	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	metformin added at stationary phase	17 hour
Sta07	Sta07	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	donor_1	intestine	feces	normal	not available	not available	metformin	feces	not available	not available	1	metformin added at stationary phase	17 hour	not available	Sta07_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Zikai_Growth_stage_metformin_test_20190517_PS2_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD017390/Zikai_Growth_stage_metformin_test_20190517_PS2_02.raw	1	2	not available	MaxQuant contaminants	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	metformin added at stationary phase	17 hour
Sta07	Sta07	not applicable	human gut metagenome	gut microbiome	feces	human gut microbiome	Canada	Homo sapiens	donor_1	intestine	feces	normal	not available	not available	metformin	feces	not available	not available	1	metformin added at stationary phase	17 hour	not available	Sta07_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=Orbitrap;AC=MS:1000484	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	Zikai_Growth_stage_metformin_test_20190517_PS2_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD017390/Zikai_Growth_stage_metformin_test_20190517_PS2_03.raw	1	3	not available	MaxQuant contaminants	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	metformin added at stationary phase	17 hour
