source name	characteristics[organism]	characteristics[organism part]	characteristics[tissue supergroup]	characteristics[tissue mass]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[sample type]	characteristics[sample name]	characteristics[environmental medium]	characteristics[project name]	characteristics[geographic location]	characteristics[collection date]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host subject id]	characteristics[host disease status]	characteristics[host body site]	characteristics[host age]	characteristics[host sex]	characteristics[host body-mass index]	characteristics[host height]	characteristics[host total mass]	characteristics[host diet]	characteristics[antibiotic treatment]	characteristics[depletion]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[sample preparation batch]	comment[ms1 scan range]	comment[ms2 scan range]	comment[ms min charge]	comment[ms max charge]	comment[ms min rt]	comment[ms max rt]	comment[sample storage temperature]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[host subject id]
1D10	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	1D10	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_1D10	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_1D10.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate1	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
1D11	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	1D11	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_1D11	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_1D11.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate1	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
1D12	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	1D12	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_1D12	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_1D12.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate1	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
1E01	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	1E01	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_1E01	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_1E01.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate1	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
1E02	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	1E02	feces	Lunar_Palace_365	China: Beijing	2017-06-08	gut microbiome	Homo sapiens	crew_C	normal	gut	25Y	male	19.4	180.0 cm	62.85 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_1E02	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_1E02.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate1	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_C
1E03	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	1E03	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_1E03	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_1E03.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate1	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
1E04	human gut metagenome	feces	gastrointestinal tract	5 g	2	not pooled	study sample	1E04	feces	Lunar_Palace_365	China: Beijing	2017-06-29	gut microbiome	Homo sapiens	crew_C	normal	gut	25Y	male	19.4	180.0 cm	62.85 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_1E04	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_1E04.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate1	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_C
1E05	human gut metagenome	feces	gastrointestinal tract	5 g	3	not pooled	study sample	1E05	feces	Lunar_Palace_365	China: Beijing	2018-03-02	gut microbiome	Homo sapiens	crew_C	normal	gut	25Y	male	19.4	180.0 cm	62.85 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_1E05	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_1E05.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate1	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_C
1E06	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	1E06	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_1E06	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_1E06.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate1	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
1E07	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	1E07	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_1E07	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_1E07.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate1	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
1E08	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	1E08	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_1E08	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_1E08.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate1	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
1E09	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	1E09	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_1E09	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_1E09.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate1	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
1E10	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	1E10	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_1E10	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_1E10.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate1	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
1E11	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	1E11	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_1E11	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_1E11.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate1	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
1E12	human gut metagenome	feces	gastrointestinal tract	5 g	4	not pooled	study sample	1E12	feces	Lunar_Palace_365	China: Beijing	2018-03-16	gut microbiome	Homo sapiens	crew_C	normal	gut	25Y	male	19.4	180.0 cm	62.85 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_1E12	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_1E12.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate1	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_C
1F01	human gut metagenome	feces	gastrointestinal tract	5 g	5	not pooled	study sample	1F01	feces	Lunar_Palace_365	China: Beijing	2018-03-30	gut microbiome	Homo sapiens	crew_C	normal	gut	25Y	male	19.4	180.0 cm	62.85 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_1F01	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_1F01.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate1	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_C
1F02	human gut metagenome	feces	gastrointestinal tract	5 g	6	not pooled	study sample	1F02	feces	Lunar_Palace_365	China: Beijing	2018-04-17	gut microbiome	Homo sapiens	crew_C	normal	gut	25Y	male	19.4	180.0 cm	62.85 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_1F02	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_1F02.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate1	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_C
1F03	human gut metagenome	feces	gastrointestinal tract	5 g	7	not pooled	study sample	1F03	feces	Lunar_Palace_365	China: Beijing	2018-04-24	gut microbiome	Homo sapiens	crew_C	normal	gut	25Y	male	19.4	180.0 cm	62.85 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_1F03	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_1F03.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate1	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_C
1F04	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	1F04	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_1F04	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_1F04.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate1	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
1F05	human gut metagenome	feces	gastrointestinal tract	5 g	8	not pooled	study sample	1F05	feces	Lunar_Palace_365	China: Beijing	2018-04-29	gut microbiome	Homo sapiens	crew_C	normal	gut	25Y	male	19.4	180.0 cm	62.85 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_1F05	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_1F05.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate1	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_C
1F06	human gut metagenome	feces	gastrointestinal tract	5 g	9	not pooled	study sample	1F06	feces	Lunar_Palace_365	China: Beijing	2018-05-11	gut microbiome	Homo sapiens	crew_C	normal	gut	25Y	male	19.4	180.0 cm	62.85 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_1F06	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_1F06.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate1	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_C
1F07	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	1F07	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_1F07	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_1F07.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate1	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
