source name	characteristics[organism]	characteristics[organism part]	characteristics[tissue supergroup]	characteristics[tissue mass]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[sample type]	characteristics[sample name]	characteristics[environmental medium]	characteristics[project name]	characteristics[geographic location]	characteristics[collection date]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host subject id]	characteristics[host disease status]	characteristics[host body site]	characteristics[host age]	characteristics[host sex]	characteristics[host body-mass index]	characteristics[host height]	characteristics[host total mass]	characteristics[host diet]	characteristics[antibiotic treatment]	characteristics[depletion]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[sample preparation batch]	comment[ms1 scan range]	comment[ms2 scan range]	comment[ms min charge]	comment[ms max charge]	comment[ms min rt]	comment[ms max rt]	comment[sample storage temperature]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[host subject id]
2E03	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	2E03	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2E03	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2E03.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
2E04	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	2E04	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2E04	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2E04.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
2E06	human gut metagenome	feces	gastrointestinal tract	5 g	2	not pooled	study sample	2E06	feces	Lunar_Palace_365	China: Beijing	2017-09-01	gut microbiome	Homo sapiens	crew_G	normal	gut	27Y	male	20.4	185.0 cm	69.80 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2E06	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2E06.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_G
2E07	human gut metagenome	feces	gastrointestinal tract	5 g	3	not pooled	study sample	2E07	feces	Lunar_Palace_365	China: Beijing	2017-09-12	gut microbiome	Homo sapiens	crew_G	normal	gut	27Y	male	20.4	185.0 cm	69.80 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2E07	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2E07.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_G
2E08	human gut metagenome	feces	gastrointestinal tract	5 g	4	not pooled	study sample	2E08	feces	Lunar_Palace_365	China: Beijing	2017-10-04	gut microbiome	Homo sapiens	crew_G	normal	gut	27Y	male	20.4	185.0 cm	69.80 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2E08	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2E08.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_G
2E09	human gut metagenome	feces	gastrointestinal tract	5 g	5	not pooled	study sample	2E09	feces	Lunar_Palace_365	China: Beijing	2017-10-17	gut microbiome	Homo sapiens	crew_G	normal	gut	27Y	male	20.4	185.0 cm	69.80 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2E09	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2E09.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_G
2E10	human gut metagenome	feces	gastrointestinal tract	5 g	6	not pooled	study sample	2E10	feces	Lunar_Palace_365	China: Beijing	2017-10-31	gut microbiome	Homo sapiens	crew_G	normal	gut	27Y	male	20.4	185.0 cm	69.80 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2E10	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2E10.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_G
2E11	human gut metagenome	feces	gastrointestinal tract	5 g	7	not pooled	study sample	2E11	feces	Lunar_Palace_365	China: Beijing	2017-11-14	gut microbiome	Homo sapiens	crew_G	normal	gut	27Y	male	20.4	185.0 cm	69.80 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2E11	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2E11.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_G
2E12	human gut metagenome	feces	gastrointestinal tract	5 g	8	not pooled	study sample	2E12	feces	Lunar_Palace_365	China: Beijing	2017-11-24	gut microbiome	Homo sapiens	crew_G	normal	gut	27Y	male	20.4	185.0 cm	69.80 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2E12	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2E12.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_G
2F01	human gut metagenome	feces	gastrointestinal tract	5 g	9	not pooled	study sample	2F01	feces	Lunar_Palace_365	China: Beijing	2017-12-03	gut microbiome	Homo sapiens	crew_G	normal	gut	27Y	male	20.4	185.0 cm	69.80 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2F01	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2F01.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_G
2F02	human gut metagenome	feces	gastrointestinal tract	5 g	10	not pooled	study sample	2F02	feces	Lunar_Palace_365	China: Beijing	2017-12-30	gut microbiome	Homo sapiens	crew_G	normal	gut	27Y	male	20.4	185.0 cm	69.80 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2F02	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2F02.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_G
2F03	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	2F03	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2F03	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2F03.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
2F04	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	2F04	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2F04	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2F04.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
2F05	human gut metagenome	feces	gastrointestinal tract	5 g	11	not pooled	study sample	2F05	feces	Lunar_Palace_365	China: Beijing	2018-01-12	gut microbiome	Homo sapiens	crew_H	normal	gut	26Y	male	20.98	174.0 cm	63.55 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2F05	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2F05.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_H
2F06	human gut metagenome	feces	gastrointestinal tract	5 g	12	not pooled	study sample	2F06	feces	Lunar_Palace_365	China: Beijing	2018-01-23	gut microbiome	Homo sapiens	crew_G	normal	gut	27Y	male	20.4	185.0 cm	69.80 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2F06	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2F06.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_G
2F07	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	2F07	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2F07	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2F07.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
2F08	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	2F08	feces	Lunar_Palace_365	China: Beijing	2017-09-01	gut microbiome	Homo sapiens	crew_H	normal	gut	26Y	male	20.98	174.0 cm	63.55 kg	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2F08	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2F08.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	crew_H
2F09	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	2F09	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2F09	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2F09.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
2F10	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	2F10	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2F10	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2F10.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
2F11	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	2F11	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2F11	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2F11.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
2F12	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	2F12	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2F12	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2F12.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
2G01	human gut metagenome	feces	gastrointestinal tract	5 g	1	not pooled	study sample	2G01	feces	Lunar_Palace_365	China: Beijing	not available	gut microbiome	Homo sapiens	not available	normal	gut	not available	not available	not available	not available	not available	high-fiber, high-plant, non-vegetarian diet	none	no depletion	Zikai_20190420_LunaraPalace1_QE_2G01	proteomic profiling by mass spectrometry	1	Zikai_20190420_LunaraPalace1_QE_2G01.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	plate2	300m/z-1800m/z	200m/z-2000m/z	2	4	0	90	-80 °C	v1.1.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
