source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Npap929-6	Npap929-6	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap929-6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap929-6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap929-7	Npap929-7	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap929-7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap929-7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap929-8	Npap929-8	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap929-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap929-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap929-9	Npap929-9	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap929-9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap929-9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap933-1	Npap933-1	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap933-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap933-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap933-10	Npap933-10	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap933-10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap933-10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap933-11	Npap933-11	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap933-11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap933-11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap933-12	Npap933-12	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap933-12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap933-12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap933-14	Npap933-14	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap933-14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap933-14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap933-15	Npap933-15	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap933-15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap933-15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap933-2	Npap933-2	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap933-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap933-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap933-3	Npap933-3	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap933-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap933-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap933-5	Npap933-5	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap933-5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap933-5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap933-6	Npap933-6	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap933-6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap933-6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap933-7	Npap933-7	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap933-7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap933-7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap933-8	Npap933-8	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap933-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap933-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap933-PEPTIDE_SUMMARY.tabular	Npap933-PEPTIDE_SUMMARY.tabular	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap933-PEPTIDE_SUMMARY.tabular	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap933-PEPTIDE_SUMMARY.tabular	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap94-1	Npap94-1	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap94-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap94-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap94-10	Npap94-10	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap94-10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap94-10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap94-11	Npap94-11	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap94-11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap94-11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap94-2	Npap94-2	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap94-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap94-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap94-3	Npap94-3	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap94-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap94-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap94-4	Npap94-4	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap94-4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap94-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap94-6	Npap94-6	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap94-6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap94-6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap94-7	Npap94-7	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap94-7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap94-7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap94-8	Npap94-8	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap94-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap94-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Npap94-PEPTIDE_SUMMARY.tabular	Npap94-PEPTIDE_SUMMARY.tabular	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Npap94-PEPTIDE_SUMMARY.tabular	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Npap94-PEPTIDE_SUMMARY.tabular	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool2-1	Pool2-1	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool2-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool2-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool2-10	Pool2-10	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool2-10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool2-10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool2-11	Pool2-11	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool2-11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool2-11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool2-12	Pool2-12	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool2-12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool2-12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool2-13	Pool2-13	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool2-13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool2-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool2-14	Pool2-14	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool2-14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool2-14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool2-15	Pool2-15	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool2-15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool2-15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool2-16	Pool2-16	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool2-16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool2-16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool2-17	Pool2-17	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool2-17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool2-17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool2-18	Pool2-18	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool2-18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool2-18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
Pool2-2	Pool2-2	Homo sapiens	Cervical epithelial cell	not applicable	not available	Human_Pap_test_LC-MS_MS_metaproteomics	Cervical epithelial cell	Cervical epithelial cell	not available	not available	not available	not available	1	Pool2-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Pool2-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cervical epithelial cell
