source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20241025_GBM_FFPE_DIA_033	20241025_GBM_FFPE_DIA_033	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_033	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_033.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_034	20241025_GBM_FFPE_DIA_034	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_034	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_034.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_035	20241025_GBM_FFPE_DIA_035	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_035	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_035.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_036	20241025_GBM_FFPE_DIA_036	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_036	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_036.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_037	20241025_GBM_FFPE_DIA_037	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_037	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_037.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_038	20241025_GBM_FFPE_DIA_038	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_038	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_038.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_039	20241025_GBM_FFPE_DIA_039	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_039	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_039.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_040	20241025_GBM_FFPE_DIA_040	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_040	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_040.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_041	20241025_GBM_FFPE_DIA_041	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_041	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_041.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_043	20241025_GBM_FFPE_DIA_043	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_043	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_043.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_044	20241025_GBM_FFPE_DIA_044	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_044	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_044.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_046	20241025_GBM_FFPE_DIA_046	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_046	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_046.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_047	20241025_GBM_FFPE_DIA_047	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_047	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_047.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_048	20241025_GBM_FFPE_DIA_048	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_048	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_048.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_049	20241025_GBM_FFPE_DIA_049	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_049	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_049.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_050	20241025_GBM_FFPE_DIA_050	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_050	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_050.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_051	20241025_GBM_FFPE_DIA_051	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_051	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_051.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_052	20241025_GBM_FFPE_DIA_052	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_052	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_052.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_053	20241025_GBM_FFPE_DIA_053	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_053	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_053.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_054	20241025_GBM_FFPE_DIA_054	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_054	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_054.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_055	20241025_GBM_FFPE_DIA_055	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_055	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_055.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_056	20241025_GBM_FFPE_DIA_056	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_056	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_056.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_057	20241025_GBM_FFPE_DIA_057	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_057	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_057.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_058	20241025_GBM_FFPE_DIA_058	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_058	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_058.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_059	20241025_GBM_FFPE_DIA_059	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_059	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_059.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
20241025_GBM_FFPE_DIA_060	20241025_GBM_FFPE_DIA_060	Homo sapiens	Brain	not applicable	Glioblastoma	Metaproteomic_profiling_reveals_viral_proteins_and_associated_host_proteomic_alterations_in_glioblastoma	Brain	Brain	not available	not available	not available	not available	1	20241025_GBM_FFPE_DIA_060	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	20241025_GBM_FFPE_DIA_060.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Brain
