source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
PAisolates_10_1_2015_Iva96isolates_PT10-9-28-digest_reposil_D7_2	PAisolates_10_1_2015_Iva96isolates_PT10-9-28-digest_reposil_D7_2	Pseudomonas aeruginosa	Airway fluid	not applicable	Cystic fibrosis	In_vivo_proteome_of_Pseudomonas_aeruginosa_in_airways_of_cystic_fibrosis_patients	Airway fluid	Airway fluid	not available	not available	not available	not available	1	PAisolates_10_1_2015_Iva96isolates_PT10-9-28-digest_reposil_D7_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	PAisolates_10_1_2015_Iva96isolates_PT10-9-28-digest_reposil_D7_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Airway fluid
PAisolates_10_20_2015_iva96isolates_PT1_5-15_D0_reposil_2	PAisolates_10_20_2015_iva96isolates_PT1_5-15_D0_reposil_2	Pseudomonas aeruginosa	Airway fluid	not applicable	Cystic fibrosis	In_vivo_proteome_of_Pseudomonas_aeruginosa_in_airways_of_cystic_fibrosis_patients	Airway fluid	Airway fluid	not available	not available	not available	not available	1	PAisolates_10_20_2015_iva96isolates_PT1_5-15_D0_reposil_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	PAisolates_10_20_2015_iva96isolates_PT1_5-15_D0_reposil_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Airway fluid
PAisolates_10_20_2015_iva96isolates_PT1_5-15_D210_reposil_1	PAisolates_10_20_2015_iva96isolates_PT1_5-15_D210_reposil_1	Pseudomonas aeruginosa	Airway fluid	not applicable	Cystic fibrosis	In_vivo_proteome_of_Pseudomonas_aeruginosa_in_airways_of_cystic_fibrosis_patients	Airway fluid	Airway fluid	not available	not available	not available	not available	1	PAisolates_10_20_2015_iva96isolates_PT1_5-15_D210_reposil_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	PAisolates_10_20_2015_iva96isolates_PT1_5-15_D210_reposil_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Airway fluid
PAisolates_10_2_2015_Iva96isolates_PT9-5-15-digest_reposil_D0_1	PAisolates_10_2_2015_Iva96isolates_PT9-5-15-digest_reposil_D0_1	Pseudomonas aeruginosa	Airway fluid	not applicable	Cystic fibrosis	In_vivo_proteome_of_Pseudomonas_aeruginosa_in_airways_of_cystic_fibrosis_patients	Airway fluid	Airway fluid	not available	not available	not available	not available	1	PAisolates_10_2_2015_Iva96isolates_PT9-5-15-digest_reposil_D0_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	PAisolates_10_2_2015_Iva96isolates_PT9-5-15-digest_reposil_D0_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Airway fluid
PAisolates_10_2_2015_Iva96isolates_PT9-9-28-digest_reposil_D0_2	PAisolates_10_2_2015_Iva96isolates_PT9-9-28-digest_reposil_D0_2	Pseudomonas aeruginosa	Airway fluid	not applicable	Cystic fibrosis	In_vivo_proteome_of_Pseudomonas_aeruginosa_in_airways_of_cystic_fibrosis_patients	Airway fluid	Airway fluid	not available	not available	not available	not available	1	PAisolates_10_2_2015_Iva96isolates_PT9-9-28-digest_reposil_D0_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	PAisolates_10_2_2015_Iva96isolates_PT9-9-28-digest_reposil_D0_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Airway fluid
PAisolates_5_11_2013_UW_PT3_11-30-MAC-LB-isolates_label-free_DDA_3	PAisolates_5_11_2013_UW_PT3_11-30-MAC-LB-isolates_label-free_DDA_3	Pseudomonas aeruginosa	Airway fluid	not applicable	Cystic fibrosis	In_vivo_proteome_of_Pseudomonas_aeruginosa_in_airways_of_cystic_fibrosis_patients	Airway fluid	Airway fluid	not available	not available	not available	not available	1	PAisolates_5_11_2013_UW_PT3_11-30-MAC-LB-isolates_label-free_DDA_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	PAisolates_5_11_2013_UW_PT3_11-30-MAC-LB-isolates_label-free_DDA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Airway fluid
RawSputum_2016-8-9_UW_PT3_6-28-12_sputum_raw_labelfree_QE_1	RawSputum_2016-8-9_UW_PT3_6-28-12_sputum_raw_labelfree_QE_1	Pseudomonas aeruginosa	Airway fluid	not applicable	Cystic fibrosis	In_vivo_proteome_of_Pseudomonas_aeruginosa_in_airways_of_cystic_fibrosis_patients	Airway fluid	Airway fluid	not available	not available	not available	not available	1	RawSputum_2016-8-9_UW_PT3_6-28-12_sputum_raw_labelfree_QE_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	RawSputum_2016-8-9_UW_PT3_6-28-12_sputum_raw_labelfree_QE_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Airway fluid
RawSputum_2016-8-9_UW_PT3_6-28-12_sputum_raw_labelfree_QE_2	RawSputum_2016-8-9_UW_PT3_6-28-12_sputum_raw_labelfree_QE_2	Pseudomonas aeruginosa	Airway fluid	not applicable	Cystic fibrosis	In_vivo_proteome_of_Pseudomonas_aeruginosa_in_airways_of_cystic_fibrosis_patients	Airway fluid	Airway fluid	not available	not available	not available	not available	1	RawSputum_2016-8-9_UW_PT3_6-28-12_sputum_raw_labelfree_QE_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	RawSputum_2016-8-9_UW_PT3_6-28-12_sputum_raw_labelfree_QE_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Airway fluid
SputumPellet_041815_Ivacaftor_bacterialP_PT6_D0_labelfree_2	SputumPellet_041815_Ivacaftor_bacterialP_PT6_D0_labelfree_2	Pseudomonas aeruginosa	Airway fluid	not applicable	Cystic fibrosis	In_vivo_proteome_of_Pseudomonas_aeruginosa_in_airways_of_cystic_fibrosis_patients	Airway fluid	Airway fluid	not available	not available	not available	not available	1	SputumPellet_041815_Ivacaftor_bacterialP_PT6_D0_labelfree_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	SputumPellet_041815_Ivacaftor_bacterialP_PT6_D0_labelfree_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Airway fluid
SputumPellet_041815_Ivacaftor_bacterialP_PT6_D210_labelfree_2	SputumPellet_041815_Ivacaftor_bacterialP_PT6_D210_labelfree_2	Pseudomonas aeruginosa	Airway fluid	not applicable	Cystic fibrosis	In_vivo_proteome_of_Pseudomonas_aeruginosa_in_airways_of_cystic_fibrosis_patients	Airway fluid	Airway fluid	not available	not available	not available	not available	1	SputumPellet_041815_Ivacaftor_bacterialP_PT6_D210_labelfree_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	SputumPellet_041815_Ivacaftor_bacterialP_PT6_D210_labelfree_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Airway fluid
SputumPellet_041915_Ivacaftor_bacterialP_PT5_D0_labelfree_1	SputumPellet_041915_Ivacaftor_bacterialP_PT5_D0_labelfree_1	Pseudomonas aeruginosa	Airway fluid	not applicable	Cystic fibrosis	In_vivo_proteome_of_Pseudomonas_aeruginosa_in_airways_of_cystic_fibrosis_patients	Airway fluid	Airway fluid	not available	not available	not available	not available	1	SputumPellet_041915_Ivacaftor_bacterialP_PT5_D0_labelfree_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	SputumPellet_041915_Ivacaftor_bacterialP_PT5_D0_labelfree_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Airway fluid
SputumPellet_041915_Ivacaftor_bacterialP_PT5_D210_labelfree_2	SputumPellet_041915_Ivacaftor_bacterialP_PT5_D210_labelfree_2	Pseudomonas aeruginosa	Airway fluid	not applicable	Cystic fibrosis	In_vivo_proteome_of_Pseudomonas_aeruginosa_in_airways_of_cystic_fibrosis_patients	Airway fluid	Airway fluid	not available	not available	not available	not available	1	SputumPellet_041915_Ivacaftor_bacterialP_PT5_D210_labelfree_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	SputumPellet_041915_Ivacaftor_bacterialP_PT5_D210_labelfree_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Airway fluid
SputumPellet_042215_Ivacaftor_bacterialP_PT9_D210_labelfree_1	SputumPellet_042215_Ivacaftor_bacterialP_PT9_D210_labelfree_1	Pseudomonas aeruginosa	Airway fluid	not applicable	Cystic fibrosis	In_vivo_proteome_of_Pseudomonas_aeruginosa_in_airways_of_cystic_fibrosis_patients	Airway fluid	Airway fluid	not available	not available	not available	not available	1	SputumPellet_042215_Ivacaftor_bacterialP_PT9_D210_labelfree_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	SputumPellet_042215_Ivacaftor_bacterialP_PT9_D210_labelfree_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Airway fluid
SputumPellet_042215_Ivacaftor_bacterialP_PT9_D210_labelfree_4	SputumPellet_042215_Ivacaftor_bacterialP_PT9_D210_labelfree_4	Pseudomonas aeruginosa	Airway fluid	not applicable	Cystic fibrosis	In_vivo_proteome_of_Pseudomonas_aeruginosa_in_airways_of_cystic_fibrosis_patients	Airway fluid	Airway fluid	not available	not available	not available	not available	1	SputumPellet_042215_Ivacaftor_bacterialP_PT9_D210_labelfree_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	SputumPellet_042215_Ivacaftor_bacterialP_PT9_D210_labelfree_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Airway fluid
SputumPellet_042815_Ivacaftor_bacterialP_PT2_D2_labelfree_3	SputumPellet_042815_Ivacaftor_bacterialP_PT2_D2_labelfree_3	Pseudomonas aeruginosa	Airway fluid	not applicable	Cystic fibrosis	In_vivo_proteome_of_Pseudomonas_aeruginosa_in_airways_of_cystic_fibrosis_patients	Airway fluid	Airway fluid	not available	not available	not available	not available	1	SputumPellet_042815_Ivacaftor_bacterialP_PT2_D2_labelfree_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	SputumPellet_042815_Ivacaftor_bacterialP_PT2_D2_labelfree_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Airway fluid
SputumPellet_042915_Ivacaftor_bacterialP_PT7_D2_labelfree_1	SputumPellet_042915_Ivacaftor_bacterialP_PT7_D2_labelfree_1	Pseudomonas aeruginosa	Airway fluid	not applicable	Cystic fibrosis	In_vivo_proteome_of_Pseudomonas_aeruginosa_in_airways_of_cystic_fibrosis_patients	Airway fluid	Airway fluid	not available	not available	not available	not available	1	SputumPellet_042915_Ivacaftor_bacterialP_PT7_D2_labelfree_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	SputumPellet_042915_Ivacaftor_bacterialP_PT7_D2_labelfree_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Airway fluid
SputumPellet_042915_Ivacaftor_bacterialP_PT7_D2_labelfree_3	SputumPellet_042915_Ivacaftor_bacterialP_PT7_D2_labelfree_3	Pseudomonas aeruginosa	Airway fluid	not applicable	Cystic fibrosis	In_vivo_proteome_of_Pseudomonas_aeruginosa_in_airways_of_cystic_fibrosis_patients	Airway fluid	Airway fluid	not available	not available	not available	not available	1	SputumPellet_042915_Ivacaftor_bacterialP_PT7_D2_labelfree_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	SputumPellet_042915_Ivacaftor_bacterialP_PT7_D2_labelfree_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Airway fluid
